AppliedSchool,Degree,Major,Result,Year,EnglishLevel,TOEFL,IELTS,GRE,School,SchoolMajor,GPA,PostSchool,PostMajor,PostGPA,Other_Info
北卡罗来纳大学教堂山分校,硕士,"Urban, Community and Regional Planning",被拒,2016,1,82,,303,211 & 985,规划,84,,,,一些水水的国内项目，科研，论文，奖
北卡罗来纳大学教堂山分校,硕士,Mass Communication,被拒,2017,4,111,,325,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,国际经济与贸易,84,,,,
北卡罗来纳大学教堂山分校,博士,Chemistry,被拒,2015,0,,,324,,化学,84,,,,
北卡罗来纳大学教堂山分校,博士,Chemistry,被拒,2016,1,89,,315,,化学,84,,,,SCI 3篇非一作非一区
北卡罗来纳大学教堂山分校,硕士,Mass Communication,被拒,2015,3,104,,329,双非,新闻学,84,,,,
北卡罗来纳大学教堂山分校,博士,Pharmaceutical Sciences,被拒,2016,2,99,,324,211,药学理科基地,84,清华/北大/中科大,生药学,,上了一年决定quit掉PKU。。
北卡罗来纳大学教堂山分校,博士,Biology and Biological Science,被拒,2015,3,106,,327,211 & 985,植物保护,84,,,,在实验室打酱油一年半。一篇和专业不太贴合的SCI水作挂名，三篇中文期刊二三作。无牛推。
北卡罗来纳大学教堂山分校,本科,Economics and Econometrics,被拒,2016,3,103,,0,211,,84,,,,
北卡罗来纳大学教堂山分校,硕士,American Law,被拒,2015,3,105,,0,211,法学,85,,,,无特别背景
北卡罗来纳大学教堂山分校,博士,Biomedical Engineering,被拒,2016,0,,,329,双非,微生物工程,85.6,,生物工程,90,国内普通学校本科，美国普通学校硕士，申请时发表 SCI 一作 5篇。
北卡罗来纳大学教堂山分校,硕士,Global Studies,被拒,2017,2,99,,313,双非,国际政治,86,,,,
北卡罗来纳大学教堂山分校,硕士,Computer Science,被拒,2015,1,86,,0,211,计算机科学,86.46,,,,GRE TOEFL 没啥亮点，两年相关工作领域经验。
北卡罗来纳大学教堂山分校,硕士,Law,被拒,2017,3,104,,0,双非,法学,87,,,,
北卡罗来纳大学教堂山分校,硕士,Economics and Econometrics,被拒,2015,2,96,,317,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,经济管理双学位,87,,,,背景定位贴中有，三围不佳无亮点
北卡罗来纳大学教堂山分校,博士,Chemistry,被拒,2015,3,100,,325,211,化学,87.3,211,材料物理化学,88.5,"最近一直在论坛上观望别人的offer流口水，终于轮到我报啦。。
研究生论文有两篇一作，发表在inorganic chemistry 和Dalton transactions，应该算是无机化学研究领域里面的最好的两个杂志。另有一篇二作的论文，影响因子也是4.5左右。其他三四五作的论文若干，不过没意思。
另外还有一篇一作的论文在准备申请的时候投出去了。"
北卡罗来纳大学教堂山分校,博士,Sociology,被拒,2015,4,116,,326,国外高校（含港澳台）,Sociology,88,,,,"6 conference presentations, no pub. Several years of research experience. Strong LoRs from well-established faculty members. 10+ awards and fellowships. Research interests: international migration, race & ethnicity, Asian American community, social stratification, culture."
北卡罗来纳大学教堂山分校,硕士,Health Behaviour,被拒,2015,3,100,,325,清华/北大/中科大,公共卫生,88,,,,
北卡罗来纳大学教堂山分校,博士,Bioengineering and Biomedical Engineering,被拒,2017,3,108,,324,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,声学,88,,,,ncsu暑研，海外ap推荐信一封，一篇apl二作，一篇国际会议poster一作，一篇oral挂名。
北卡罗来纳大学教堂山分校,硕士,Statistics,被拒,2015,2,94,,314,211,信息与计算科学,89,,,,"搜索公司工作两年半，会用点小统计模型，预测啥的
美赛一等奖等小奖若干，一作投了水sci（时间序列）刚被拒，需要再修改。

英语成绩是软肋。"
北卡罗来纳大学教堂山分校,博士,Chemistry,被拒,2016,3,105,,329,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,化学,89.8,,,,
北卡罗来纳大学教堂山分校,博士,Biological and Biomedical Science,被拒,2016,3,101,7.5,326,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,化学,90,,,,三段研究，其中两段是和昆士兰大学教授做的。第一段研究是跟班，第二段研究是主力，第三段研究是独立负责。尚无文章。有参加许多校内活动和数学建模，但没什么拿得出手的奖项。澳洲昆士兰大学交换一学期，新加坡南阳理工大学上了一周多的暑期课程，香港科技大学的夏令营打了个酱油。专业是化学，但学了不少数学和生化的课程，也希望PhD期间能做基因或蛋白方面的研究。
北卡罗来纳大学教堂山分校,博士,Chemistry,被拒,2016,2,96,,318,211 & 985,化学,92,,,,一个二作，几篇马上投出去的文章。本科科研经历丰富，有八九个课外科研课题。有过三个月的海外暑期科研经历，不过去的是美国很破的学校。还有五六个没信的学校。纠结起来。
北卡罗来纳大学教堂山分校,博士,Chemistry,被拒,2016,3,102,,326,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,化学,92,,,,
北卡罗来纳大学教堂山分校,硕士,Geography,被拒,2016,2,97,,320,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,地理信息系统,92,,,,
北卡罗来纳大学教堂山分校,硕士,Biostatistics,被拒,2016,3,101,,314,211 & 985,生物技术,86.67,,,,
北卡罗莱纳州立大学,博士,Electrical and Electronics Engineering,被拒,2015,2,94,,318,211,Physics,81,211 & 985,Electronics,87,"Journal of Crystal Growth 1作1篇
Material Research Bulletin 1作1篇
专利1作1项
Applied Physics Letters 2作1篇
IEEE Photonics Journal 3作1篇
4-6 3篇 （可忽略）"
北卡罗莱纳州立大学,硕士,Statistics,被拒,2016,0,,,322,国外高校（含港澳台）,精算,82,,,,"专业课成绩3.4左右，大四上学期几门选修课挂了，本来是3.28的（可以四舍五入到3.3），结果变成3.23。
实习2次，都是暑期国内的保险公司（应该对申请统计帮助不大）
无牛推，用了几个小小的Research“润色”简历和ps，包括精算课上用SAS设计精算产品的group project。"
北卡罗莱纳州立大学,硕士,Electrical and Electronics Engineering,被拒,2015,1,86,7,311,211 & 985,通信工程,82,,,,一年爱尔兰交换，一篇EI一作，专利三作，IBM暑期实习（比较水，做的是操作系统balabala和专业无关），参与两个基金委项目，没牛推
北卡罗莱纳州立大学,硕士,Computer Science,被拒,2016,3,100,,323,211 & 985,工程力学,83.37,,,,并没多少相关活动经历，大二大三的课程比较重。 大一没注重GPA，所以计算机基础，军事理论，心理健康这些课成绩都不好（我也实在不擅长背书
北卡罗莱纳州立大学,硕士,Computer Science,被拒,2016,2,91,,317,211,地理信息系统,84,,,,跨专业的小科研，还有毕设啥的。都是数据类的，申请也是cs的数据方面的子类。忽略我渣渣的gre吧，2.26又考了一次，估计成绩还没到这边ad就来了
北卡罗莱纳州立大学,博士,Civil Engineering,被拒,2016,2,92,,315,211 & 985,工程地质,84,211 & 985,地质工程,80,研究生期间第一作者发表过一篇中文核心，挂名了另一篇中文核心。学校奖学金及数学竞赛拿过一些奖，研究生毕业工作了四年，有注册岩土工程师证书和中级职称证书。
北卡罗莱纳州立大学,博士,Chemical Engineering,被拒,2015,3,101,,321,211,化学工程与工艺,84,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,化学工程,81,一篇sci 2区 energy&fuels; if2.733 无牛推
北卡罗莱纳州立大学,博士,Chemical Engineering,被拒,2015,0,,,318,211,化学工程与工艺,84,国外高校（含港澳台）,chemical engineering,88,无套磁，无Paper
北卡罗莱纳州立大学,博士,Chemical Engineering,被拒,2015,1,89,,315,211,化学工程与工艺,84,清华/北大/中科大,化学工程,,本科参加化工设计竞赛，研究生发表英文SCI一作三篇。。
北卡罗莱纳州立大学,硕士,Accounting,被拒,2015,1,87,,0,双非,会计,84,,,,发表过2篇水论文，有过一个超过一年的实习，和两个2个月的实习，组织过班里参加校园辩论大赛得了第一名（虽然活动很小，但是感受很深），参加过河北省财务分析大赛，得了优秀奖（这个活动让我对专业的认识也比较深）
北卡罗莱纳州立大学,硕士,Mechanical Engineering,被拒,2016,2,90,,321,双非,机械设计制造及其自动化,84,,,,数模国赛上海一等奖、美赛一等奖; 一份发明专利; 一年多相关工作经历;
北卡罗莱纳州立大学,硕士,Food Science,被拒,2015,3,100,,319,211 & 985,食品科学与工程,84,,,,一篇中文核心2作
北卡罗莱纳州立大学,博士,Genetics,被拒,2015,2,95,,314,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,植物保护,84,,,,"本科待过四个实验室：

1 大一开始的，植物与病毒互作的，算是SRTP项目，一年；

2 在生物信息学实验室参加IGEM竞赛，不到一年，去了CUHK，MIT比赛，得到亚洲金奖。发了一篇英文论文，IF= 
  3.9，三作；

3 美国UIUC的Crop Science 暑期科研实习，一个月左右，做真菌的耐药性实验；有美国教授推荐信。

4 毕业设计，数量遗传与生物统计，刚写完一篇论文准备投IF=5左右的文章，共同一作。"
北卡罗莱纳州立大学,博士,Physics,被拒,2016,3,100,,320,211 & 985,物理,85,,,,四段科研经历，两次与申请专业相关；一篇一作SCI待发；专利一项，小奖若干；一篇副院长推荐信；三围低，没有有用的套辞。
北卡罗莱纳州立大学,博士,Statistics,被拒,2015,3,108,,326,211,信息与计算科学,86.4,,,,无牛推无论文无实习[...QAQ]
北卡罗莱纳州立大学,博士,Materials Engineering,被拒,2017,3,107,,324,211 & 985,化学,88,,,,
北卡罗莱纳州立大学,博士,Chemical Engineering,被拒,2015,0,,,310,双非,生物技术,88,国外高校（含港澳台）,Chemical Engineering,84,无论文，无牛腿。
北卡罗莱纳州立大学,硕士,Materials Engineering,被拒,2016,2,93,,316,双非,英语,88,,,,无科研背景；2封专业课老师推荐信 1封老板；专业相关实习；专科在校获得国家励志奖学金
北卡罗莱纳州立大学,博士,Chemical Engineering,被拒,2015,3,108,,327,,,88,国外高校（含港澳台）,ChE,88,"申的时候是没有paper的，几个project的manuscript都挤到一起去了，囧...
无牛推"
北卡罗莱纳州立大学,硕士,Anthropology and Archaeology,被拒,2017,2,91,,312,双非,,86,,,,
北卡罗莱纳州立大学,硕士,Immunology,被拒,2016,2,90,,307,,,88,,,,
北英属哥伦比亚大学,硕士,"Societis, Culture and Languages",被拒,2016,3,,7,0,双非,日语,89,,,,"四年本科特等奖学金，国家励志奖学金。
跟着教育部一个项目去日本交流访问过10天
有教育相关工作经验
水论文，无牛腿"
贝勒大学,硕士,Economics and Econometrics,被拒,2015,2,96,,317,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,经济管理双学位,87,,,,硬件各种渣，其他背景定位贴里有，不会删的。
贝勒医学院,博士,Neuroscience,被拒,2017,0,,,327,,生物,84,,,,毕业后一年全职RA
贝勒医学院,博士,Biochemistry and Molecular Biology,被拒,2015,3,101,7,318,211 & 985,生物科学,88,,,,
宾夕法尼亚大学,硕士,Architecture,被拒,2017,2,96,,316,双非,城市规划,77,清华/北大/中科大,Urban Design,84,Two international competition finalist in 2017.
宾夕法尼亚大学,博士,Chemistry,被拒,2017,3,101,,329,211,化学,80,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,物理化学,84,SCI一篇一作，一篇二作，一篇四作
宾夕法尼亚大学,硕士,Architecture,被拒,2015,2,96,,312,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,材料科学与工程,80.5,,,,
宾夕法尼亚大学,硕士,Architecture,被拒,2015,2,99,,313,211,建筑,81,,,,
宾夕法尼亚大学,硕士,Architecture,被拒,2017,2,93,,310,双非,建筑学,81,,,,无竞赛 无牛推 水实习
宾夕法尼亚大学,硕士,Landscape Architecture,被拒,2017,3,102,,320,211 & 985,风景园林,82,,,,无论文，无竞赛，一个策展实习一个设计院实习
宾夕法尼亚大学,硕士,Landscape Architecture,被拒,2015,3,104,,321,清华/北大/中科大,城规,84,,,,
宾夕法尼亚大学,硕士,Teaching English to Speakers of Other Languages,被拒,2015,3,106,,320,双非,对外汉语,84,,,,无论文，XDF助教，汉语夏令营等汉语教师，汉语速成学院实习
宾夕法尼亚大学,硕士,Law,被拒,2017,3,,7,0,211,法学,84,211,法学,84,十年工作党，全职复习半个月，拿到IELTS成绩后开始上寄托学习经验然后开启了DIY的申请历程。
