AppliedSchool,Degree,Major,Result,Year,EnglishLevel,TOEFL,IELTS,GRE,School,SchoolMajor,GPA,Post_School,Post_Major,Post_GPA,Other_Info
伦敦政治经济学院,硕士,Political Economy of Europe,录取,2016,4,,7.5,0,国外高校（含港澳台）,政治學系國際關係組,84.0,,,,"在学4年，取得5个学术 (merit-based) 奖学金 (系友会、学生会、全校、校外基金会、全国政府奖学金)

2封学术推荐信 
(1: 国际经济组织教授、欧盟莫内讲座荣誉、欧盟中心主任)
(2: 外交实务兼任教授、已退休的前驻外大使)

3封专业推荐信 放在附加资料
(1: 亚太经合组织 执行主任 博拉德博士) for 我出任模拟亚太会议的主席
(2: 加州大学圣地牙哥分校博士、台大东亚民主研究中心访问学者) for 我出任他的研究助理
(3. 德国 Merck Group 药品化工企业 总经理) for 我出任欧洲商会医疗产业委员会主任

学术经历：
北京大 - 台大 精英交流团 政治学考察 (在北京大学)
东京大 - 台大 国际化教育交流团考察 (在东京大学)
台大东亚民主研究中心 研究助理 (在台湾大学) (三个月)

出版着作
欧洲商会政策白皮书 2015 年 2016 年 各一份 (送 台湾当局 及 欧盟官方 阅读)

活动经历：
国立台湾大学 国际学生会 副会长 (一年)
海峡寻新论坛 两岸政治问题的学生模拟谈判 香港代表 
中华台北亚太经济合作理事会 APEC 训练课程 及 模拟APEC资深官员会议 中国香港代表
模拟 APEC 大会 (受 APEC 及 外交部、经济部及教育部贊助) 大会主席 (九个月)

实习经历：
欧盟中心 实习生 (为欧盟授权之单位，我被分派负责访问欧盟及欧洲各国驻台之外交代表，进行欧盟研究) (三个月)

专业经历：
欧洲商会 医疗产业委员会 主管 (管理製药业、医疗器材、化妆品、健康促进委员会；负责代表欧洲产业界与欧盟官方与台湾当局进行国际经贸法规的谈判协商，代表业界声音向政府进行政治游説工作，促进国际经贸合作) (全职工作两年 )

个人陈述方向: 透过产官学合作的学术实务经验，历来在大中华区政治、亚太政治经济，到欧亚政经层层推进历练，希望未来能在香港政府，服务于涉台事务、与北京关係、或国家一带一路中欧经济合作的战略目标。"
英属哥伦比亚大学,硕士,Digital Media,录取,2017,4,,7.5,0,211 & 985,设计学,86.0,,,,BMW 宝马实习经验
阿尔伯塔大学,硕士,Other,录取,2013,3,100.0,,0,双非,,87.5,,,,
香港科技大学,硕士,Electrical Engineering,录取,2013,0,,,0,双非,,89.8,,,,"211,985中的弱势专业。。。国内核心1作1篇，SCI的3作（很水）1篇，有奖学金若干，参加过全国的大赛都是些小奖。"
香港大学,硕士,Literary and Cultural Studies,录取,2016,4,,7.5,0,,传播学,85.08,,,,
南加州大学,硕士,Economic Development,录取,2015,0,,,0,211 & 985,经济学,89.0,,,,作为差不多保底学校之一，USC给的我也太迟了。。。USC发完这个AD之后，我的北美申请季到此高中。本人GT双低，太丢脸就不报了。。。。
俄亥俄州立大学,博士,East Asian Languages and Literatures,录取,2016,0,,,329,211,,85.55,,,,
香港中文大学,硕士,Economics,录取,2017,3,,7.0,0,211 & 985,劳动与社会保障,84.0,,,,
香港浸会大学,硕士,Media Management,录取,2017,2,,6.5,0,双非,文化产业管理,87.18,,,,国家奖学金，学校每年奖学金、三好、优秀干部等荣誉，参加学校社团活动竞赛多。实习两个，一个一年，另外一个一个半月。国际志愿者。校级创新项目参与。
明尼苏达大学双城分校,硕士,Law,录取,2015,1,87.0,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,法学,84.0,,,,参加过律所和法院的实习，没有论文，参加了很多学校社团活动，有校级奖学金。
纽芬兰纪念大学,硕士,Chemical Engineering,录取,2014,1,85.0,,0,双非,社会学／化学工程,84.0,,,,有论文
香港理工大学,硕士,Chinese Culture,录取,2016,0,,6.0,0,双非,汉语言文学,84.0,双非,,,
加州大学伯克利分校,硕士,Law,录取,2017,4,110.0,,0,双非,法律,88.0,国外高校（含港澳台）,法律,,
宾夕法尼亚大学,硕士,General Law,录取,2017,3,108.0,,0,清华/北大/中科大,英语/法学,85.0,清华/北大/中科大,法律硕士,88,"Top 5内所工作半年,入职前一年全职实习；最高院、某vault排名较低的外所实习；一学期出国交换；三封推荐信：导师，美国Par, 交换法学院的教授各一封。

两个很水的小奖，无Paper."
香港理工大学,硕士,Automotive Engineering,录取,2015,2,,6.5,0,,,84.0,,,,2封副教授推荐信
佐治亚大学,硕士,Landscape Architecture,录取,2015,3,102.0,,311,双非,园林,86.2,,,,三封推荐信都是院里面的老师，有两个小水实习，无论文，参加过小竞赛，拿了一些小奖。
雷丁大学,硕士,Management Information System,录取,2015,2,,6.5,0,双非,,85.3,,,,
香港科技大学,硕士,Environmental Health and Safety,录取,2014,0,,,0,双非,化学,88.0,,,,教授推荐，无论文
香港浸会大学,硕士,Advanced Information System,录取,2015,0,,6.0,0,双非,计算机科学与技术,81.6,,,,跟学校的硕导一起做了几个项目
诺丁汉大学,博士,Educational Research,录取,2017,0,,,0,双非,英语,77.0,国外高校（含港澳台）,Educational research,90,"本科是垃圾三本，gpa不高，就是个学渣。不过工作经验挺多。
硕士读的是硕博1+3的课程，主要就是方法论的东西。但是胜在硕士阶段努力争取了个Distinction。"
爱丁堡大学,硕士,"Linguistics, Interpretation and Translation",录取,2015,4,,8.0,0,双非,英语,88.0,,,,"特等奖学金
得奖比较多，national public speaking & debating
活动较多，财富全球论坛， 国际教育论坛都是翻译志愿者
实习三枚~ xdf ielts teacher; press; tv station"
伍斯特理工学院,硕士,Materials Science,录取,2016,3,103.0,,324,211 & 985,材料科学与工程,84.0,,,,
东北大学,硕士,Bioengineering and Biomedical Engineering,录取,2017,3,100.0,,319,211 & 985,生物科学,81.0,,,,实验室做过一年半的实验，一篇sci的二作但是申请的时候还没有发出来..一份比较好的推荐信但是不是相关专业的，不知道有多大作用。
田纳西大学,硕士,Public Health Studies,录取,2016,1,82.0,,313,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,药学,84.0,,,,无论文 有工作经验
德克萨斯理工大学,硕士,Chemical Engineering,录取,2015,3,104.0,,327,211,化工,82.0,,,,
南洋理工大学,硕士,Knowledge Management,录取,2014,0,,,0,双非,广告学,81.8,,,,"PS,CV,RL标配，作品集一份，在校期间国家奖学金X1，专业类国奖X1，省奖X2，工作2年半（广告公司+媒体），若干项目+国奖项目1个（后来这项目继续拿了个亚洲传播奖，不过没写上啦）"
圣路易斯华盛顿大学,硕士,Landscape Architecture,录取,2017,2,93.0,,315,,,86.65,,,,
伦敦大学国王学院,硕士,Advanced Software Engineering,录取,2016,2,97.0,,0,211 & 985,软件工程,81.0,,,,俩实习，一个在学校机构一个在SAP，无奖学金无交换无论文
迈阿密大学,硕士,Mass Communication,录取,2016,3,105.0,,318,,广播电视,81.0,,,,背景一般很普通，但是ps和推荐信写得还蛮认真的，托福口语低但是是因为出了点状况，所以面试的时候还是能挽回一点的
卡尔顿大学,硕士,Statistics,录取,2014,3,101.0,,0,双非,Statistics,85.0,,,,已工作6年多
密歇根大学安娜堡分校,硕士,Environmental Policy and Planning,录取,2016,3,108.0,,326,211 & 985,公共事业管理,84.0,,,,本科期间有过一些小奖；两篇中文一作；国家级创新项目一个；学校小创一个；实习比较普通：外企实习+两个科研实习；推荐信一封导师+系主任+实习。
香港大学,硕士,Statistics,录取,2014,0,,,316,双非,统计,85.0,,,,实习研究经历推荐信全都很水= =
达尔豪斯大学,硕士,Computer Science and Computer Engineering,录取,2013,0,,,0,双非,软件工程,86.0,,,,无论文无牛推
香港中文大学,博士,Electrical Engineering,录取,2016,1,84.0,,0,,,85.42,,,,
亚利桑那州立大学,博士,Computer Science,录取,2015,3,105.0,,325,211,数字媒体技术,88.0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,计算机应用技术,88,"一篇一作IEEE Trans的major revision
一篇二作SCI（B类）"
香港城市大学,硕士,Business Information Systems,录取,2017,0,,,0,国外高校（含港澳台）,经济学,88.0,,,,
芝加哥大学,硕士,Social Work,录取,2016,3,104.0,,0,211,新闻学,81.0,,,,
俄亥俄州立大学,博士,Civil Engineering,录取,2016,3,105.0,,328,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,土木工程,82.0,211 & 985,桥梁与隧道工程,85,一篇中文EI，三篇英文会议
印第安纳大学,硕士,General Law,录取,2017,2,95.0,,0,双非,法学,84.0,,,,小本毕业后，公司法务半年，普通内所两段实习，普通内所工作一年多，有论文发表，院级奖学金，有当地公益组织活动志愿者，过了司考和证券从业资格证
新加坡国立大学,硕士,Statistics,录取,2014,0,,,0,双非,金融,84.0,,statistics,,"在世界知名投行做过

发过SCI论文呢

大学开过公司"
丹麦技术大学,硕士,Photonics,录取,2015,3,,7.0,0,,电子科学与技术,84.44,,,,无论文、无竞赛、无奖学金学弱一枚～
伦敦大学学院,硕士,Materials for Energy and Environment,录取,2017,2,,6.5,0,211,材料科学与工程,86.0,,,,水科研3项，两篇SCI在投（尚未录）
纽约大学,硕士,Law,录取,2015,3,103.0,,0,211,法学,85.0,,,,国内一线所和500强工作几年，PS主要说了工作上参与的项目，感觉写的不是特别好，因为重点不够突出；UVA去年录的，因为工作原因defer了一年。
威廉玛丽学院,硕士,Law,录取,2016,1,87.0,,0,211 & 985,法学,82.0,,,,"区检察院实习
区法院实习
香港金融公司实习
两个律所实习
大创国家级
推荐信三封，两封教授的，一封律所合伙人的"
谢菲尔德大学,硕士,Global Journalism,录取,2016,2,,6.5,0,211 & 985,新闻学,85.45,,,,"小奖一个，
央视和南方系2份报纸实习，
美国知名的学校交换一学期，
参加过几个商业创意类比赛，
辅修经济学"
密歇根大学安娜堡分校,硕士,Landscape Architecture,录取,2017,2,95.0,,312,,风景园林,88.0,,,,
香港大学,硕士,Electrical and Electronics Engineering,录取,2015,2,,6.5,0,211,电气工程及其自动化,84.0,,,,大四拿的学习优秀奖学金 两个社会工作奖五百强专业不相关实习5个月 副系主任的推荐信不造这个算不算 还有一些TED的志愿者证明云云
卡迪夫大学,硕士,Education Policy,录取,2016,0,,6.0,0,双非,对外汉语,82.0,,,,推荐信一封是香港浸会大学的老师写得 另一封是学院副院长 平时实习很多 各种助教机会还有在学校教务处实习等
埃克塞特大学,硕士,Finance and Investment,录取,2015,0,,,0,双非,金融,85.0,,,,
范德堡大学,硕士,General Law,录取,2017,3,105.0,,0,双非,国际法学,88.0,,,,
巴黎政治大学,硕士,Public Policy Analysis,录取,2017,3,107.0,,322,211 & 985,汉语言文学；经济学双学位,88.0,,,,"实习:跨境环境NGO;政策金融智库。
志愿者:联合国乌干达;AIESEC俄罗斯;GAPPER印尼;中青发展基金会;孔院总部等。
其他:哥大短期交流;一些杂七杂八的社团,科研,社会实践经历。"
新南威尔士大学,硕士,Management Accounting,录取,2017,0,,,0,211 & 985,工商管理,82.0,,,,申请时无雅思
