AppliedSchool,Degree,Major,Result,Year,EnglishLevel,TOEFL,IELTS,GRE,School,SchoolMajor,GPA,Post_School,Post_Major,Post_GPA,Other_Info
印第安纳大学,博士,Leisure Behavior,录取,2016,3,100.0,,320,,旅游管理,84.0,国外高校（含港澳台）,"Recreation, Sport, and Tourism",88,"本科期间有一篇省级论文，一次暑期赴美带薪实习。
硕士期间及毕业后有五个会议。一年美国相关工作经历。
一个牛推。"
代尔夫特理工大学,硕士,Architecture,录取,2015,3,106.0,,309,211 & 985,建筑学,81.0,,,,
新加坡国立大学,硕士,Building Performance and Diagnosis,录取,2015,2,97.0,,0,211,建筑环境与设备工程,81.0,211,供热、供燃气通风及空调工程,90,无论文，校级奖学金若干
印第安纳大学,博士,Computer Science,录取,2015,3,105.0,,320,211,通信,87.5,211,通信,87.5,一作n作水文若干均与所申专业无关。相关论文一篇（提交状态）。一些寻常的竞赛奖。
香港科技大学,硕士,Intelligent Building Technology and Management,录取,2015,2,95.0,,0,211 & 985,机械工程及自动化,85.0,,,,
范德堡大学,硕士,Economic Development,录取,2015,0,,,0,211,经济,90.0,,,,
埃默里大学,硕士,American Law,录取,2017,3,,7.0,0,211,法学,86.0,211,法学,AA,中上内所实习三个月，北京市司法局实习三个月，检察院实习一个月，两次志愿者经历，拿过一奖三奖
加州大学伯克利分校,博士,Civil Engineering,录取,2015,3,104.0,,325,211 & 985,土木工程,93.0,,,,
科罗拉多大学波尔得分校,博士,Physics,录取,2017,3,101.0,,329,211 & 985,物理,90.0,,,,"一篇三作JPCL,无竞赛，若干奖学金"
纽约大学,硕士,International Relations,录取,2017,3,109.0,,321,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,Russian Language and Culture,84.0,,,,
布里斯托大学,硕士,International Development,录取,2016,4,,8.0,0,双非,英语（翻译）,92.0,,,,做过两个很水的志愿者活动。。其它都没有
南加州大学,硕士,Public Administration,录取,2015,3,102.0,,320,211,公共管理,84.0,,,,美国迪斯尼实习半年，gap了一年公关实习一份。无论文，无牛推，学生组织，志愿者有一些。
香港浸会大学,硕士,Social Work and Youth Services,录取,2014,0,,,0,双非,社会学,81.0,,,,无论文，但是有申请专业的相关实习，1年半工作经验，校级奖学金若干
香港科技大学,硕士,Teaching English as a Second Language,录取,2016,4,113.0,,0,双非,英语,85.0,,,,省级大学生创新项目一个，外研社演讲比赛省级一等奖，两个会议口译实习，一个支教经历，两年三等奖学金，其他一些学校的小奖。
威廉玛丽学院,硕士,American Law,录取,2015,3,105.0,,0,211,法学,85.0,,,,无特别背景
康奈尔大学,博士,Chemistry,录取,2016,3,102.0,,328,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,化学,88.68,,,,没有文章，三年实验室经历，两个月伯克利短期交流（课程），七个月德国洪堡大学交流（实验室）
香港城市大学,硕士,Marketing,录取,2015,3,,7.0,0,211 & 985,法语,84.0,,,,
特温特大学,硕士,Electrical and Electronics Engineering,录取,2016,3,,7.0,324,211 & 985,电气工程,88.5,,,,"建模奖若干，国内英文水会二作一篇，实习两段
欧洲交流半年"
贝勒大学,博士,Biology and Biological Science,录取,2014,3,106.0,,333,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,生物,83.0,,,,一年半水研究，无论文无牛腿。
香港中文大学,硕士,Business Analytics,录取,2017,3,,7.0,0,211,国贸,84.3,,,,有学业甲乙丙奖学金，AIESEC社团，无比赛无科研，普通老师推荐。两实习，一个券商（略水），一周的新加坡国立项目。
多伦多大学,博士,Mechanical and Industrial Engineering,录取,2014,2,93.0,,0,双非,高分子,85.09,双非,高分子,,3篇授权专利，一篇会议论文，主要是有个教授帮我推荐，感谢！！！
香港中文大学,硕士,Global Political Economy,录取,2016,3,,7.0,0,双非,国际商务,85.28,,,,
莫纳什大学,硕士,Business,录取,2016,0,,,0,双非,金融,78.0,,,,"中外合作专业，免雅思，校内一年创业经验，毕业后一年半咨询公司工作经验，一年资产管理公司工作经验
最后为了移民选择了去澳洲阿德莱德"
德克萨斯大学阿灵顿分校,硕士,Materials Engineering,录取,2015,2,99.0,,315,211,高分子材料与工程,78.0,,,,
香港中文大学,硕士,E-Commerce,录取,2016,2,94.0,,324,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,交通运输,82.0,,,,没有发表论文，学校里各种课程大作业倒是不少。大创什么的，校级有小奖吧，没奖学金。
香港浸会大学,硕士,Other,录取,2013,0,,,0,双非,信息管理与信息系统,84.0,,,,无专业相关实习和paper，跟了老师做项目打下手；校内奖学金，其他一些小奖；一些志愿者。
新学院,硕士,Media Management,录取,2017,3,104.0,,319,,新闻学,84.0,,,,五段实习（一段外企，两段央媒，一段新媒体，一段地方卫视），推荐信一般，国际志愿经历，学校杂志主编，学生会相关活动，两个国家级的奖
香港中文大学,硕士,Computer Science and Computer Engineering,录取,2015,0,,,0,国外高校（含港澳台）,电子工程,88.0,,,,"GPA比较尴尬...有几篇会议文章ICIP,ICASSP,ISCAS什么的...不过老板说都是垃圾..."
明尼苏达大学双城分校,硕士,Epidemiology,录取,2014,3,102.0,,328,双非,临床医学5年,88.0,,,,一篇1.X分水文，做过1个半流病水项目。
宾夕法尼亚大学,硕士,System Engineering,录取,2017,4,,8.0,0,国外高校（含港澳台）,机械工程,85.0,,,,
爱德华王子岛大学,硕士,Education,录取,2015,2,,6.5,0,211,生物科学,77.0,,,,只是提供了实习证明
纽约大学,硕士,Biostatistics,录取,2017,3,102.0,,320,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,药学,81.0,,,,
加州大学伯克利分校,硕士,Law,录取,2015,3,101.0,,0,,法律,84.0,,,,1.台灣律師執照 2.科技公司1年，事務所2年工作經驗 3.法律扶助志工2年經驗 4.三封推薦信，兩封大學教授，一封事務所合夥人。
范德堡大学,硕士,General Law,录取,2017,3,100.0,,0,211 & 985,法学,84.0,,,,"竞赛：两次国际模拟法庭mooter
科研：一次大创，论文发表核心期刊
实习：三段实习，法院、国内律所、世界500强企业，各2个月实习
其他：AIESEC泰国志愿者两个月"
香港城市大学,博士,Biomedical Engineering,录取,2014,0,,,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,能源与动力工程,86.27,,,,
香港大学,硕士,Law,录取,2015,0,,,0,,商务会计,88.0,,,,学校经验和实习经验较丰富
米兰理工大学,硕士,Urban Policy and Urban Design,录取,2015,2,,6.5,0,双非,城市规划,84.73,,,,
华威大学,硕士,Public Policy Analysis,录取,2017,4,,7.5,324,双非,英语翻译,86.0,,,,
克莱姆森大学,硕士,Industrial Engineering,录取,2013,0,,,308,双非,,83.0,,,,无牛推，无论文
约翰霍普金斯大学,硕士,International Economics,录取,2015,4,112.0,,327,211,外交学,92.0,,,,
香港中文大学,硕士,Systems Engineering and Engineering Management,录取,2017,3,,7.0,0,211 & 985,工程管理,85.7,,,,
哥本哈根大学,硕士,Landscape Architecture,录取,2017,2,,6.5,0,211,园林,84.0,,,,"工作一年，求老师和老板各写了一封推荐信，别的什么也没有。
因为雅思有个小分5.5，所以没找要求高的，把雅思能要5.5的学校投了，难度都不大。
还申请了NUS 和挪威的一个AHO，目前没有消息。"
香港大学,硕士,Literary and Cultural Studies,录取,2016,4,,7.5,0,,传播学,85.08,,,,
香港城市大学,硕士,E-Commerce,录取,2017,2,,6.5,0,双非,测绘工程,76.0,,,,"双非无任何相关背景
毕业之后做过一定的it相关工作，软件测试"
杜克大学,硕士,Economics and Econometrics,录取,2016,2,98.0,,329,211 & 985,经济学,84.0,,,,
香港中文大学,硕士,Accounting,录取,2017,3,104.0,,324,211,会计,88.0,,,,一个海外交换，一个银行实习，税务局实习
香港中文大学,博士,Cell and Molecular Biology,录取,2015,3,,7.0,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,生物科学,80.0,,,,"学渣。
做了几个项目但是无论文。
推荐信是老板和一个授课老师。
没有陶瓷（因为懒）。
点错了，是fall。"
哥伦比亚大学,硕士,"Urban, Community and Regional Planning",录取,2015,3,103.0,,320,,城市规划,88.0,,,,参与过NUS一学期交流，UC Berkeley的summer session
香港科技大学,硕士,Electrical and Electronics Engineering,录取,2015,2,,6.5,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,通信工程,88.0,,,,
福特汉姆大学,硕士,Media Management,录取,2015,2,,6.5,310,双非,传播学,85.0,,,,
南洋理工大学,硕士,Information Science,录取,2013,0,,,0,国外高校（含港澳台）,数字媒体技术,80.0,,,,
香港科技大学,硕士,Telecommunication,录取,2015,2,,6.5,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,physics,85.15,,,,
俄克拉荷马大学,硕士,Environmental Science,录取,2016,1,82.0,,315,211 & 985,环境科学,84.0,,,,无paper，推荐信都是本学院的老师，有一些科研经历
南加州建筑学院,硕士,Architecture,录取,2015,2,94.0,,319,211 & 985,建筑学,85.0,,,,
香港中文大学,硕士,Economics,录取,2016,3,105.0,,0,211 & 985,金融,88.0,,,,
新加坡国立大学,硕士,Electrical Engineering,录取,2014,0,,,0,双非,software engineering,84.0,,,,"本科：电子科技大学  
无papar,无推荐信,无科研,无实习,几个校级竞赛奖，一些奖学金，有几个项目经历。
（通过跟我一起录取EE的同学间交流，实事证明，papar，推荐信，实习好像确实对MSC录取不能起到什么决定性的作用，所以大家如果有精力还是好好地提高自己的GPA，英语这些硬性指标吧！）"
罗德岛设计学院,硕士,Landscape Architecture,录取,2015,2,95.0,,309,双非,景观设计,86.64,,,,
卡斯商学院,硕士,Investment Management,录取,2016,3,,7.0,0,211 & 985,金融,85.6,,,,
哥本哈根大学,硕士,Environmental Science,录取,2017,3,,7.0,0,211 & 985,环境科学,82.0,,,,
多伦多大学,硕士,Biostatistics,录取,2016,3,104.0,,325,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,Statistics,86.0,,,,无科研，无竞赛，无交流，无牛推，两份实习+若干社会实践
阿尔伯塔大学,硕士,Chemical Engineering,录取,2013,0,,,0,双非,应用化学（比较偏理，但是拿的是工学学位）,85.0,,,,双非屌丝一枚，具体的在这里，FYI。http://emuch.net/bbs/viewthread.php?tid=4776310
乔治华盛顿大学,硕士,Environmental Engineering,录取,2016,2,95.0,,319,,给水排水工程,81.0,,,,没有论文发表，有三个水水的创新实验，在水厂实习过一段时间...然后没有了...
香港中文大学,硕士,Finance,录取,2017,3,,7.0,0,211 & 985,金融学,84.0,,,,
新加坡国立大学,硕士,Applied Economics,录取,2015,4,,7.5,0,211,国际会计,81.0,,,,"三个实习 银行 国企 国内会计师事务所
澳洲一年交换 双学位
待过两个ngo 其中一个是自己创的

gpa实在太渣啦。。。"
麦克马斯特大学,硕士,Finance,录取,2017,3,103.0,7.5,0,,管理学 /会计,82.0,,,,"3篇论文，国内非CSSCI期刊 
大学成绩在TOP10%附近，银监实习半年 ，四大2年经验，现在政府财政部门工作1年。
推荐信和背景没大的亮点。"
莱斯大学,硕士,Architecture,录取,2017,3,109.0,,322,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,园林,88.0,,,,本科园林转专业申请／无竞赛／一个建筑设计院实习／新加坡学校建筑专业，交流一学期／校一、二等奖学金／推荐人有一位是MIT connection但感觉帮助不大
香港大学,博士,Economics and Econometrics,录取,2015,4,113.0,,327,211 & 985,经济学,90.0,211 & 985,经济学,88,没陶瓷，香港果真看三围；推荐也是本校两个老师的推荐；论文是有的，在定位贴里有。
莫纳什大学,硕士,Multimedia Design,录取,2017,2,,6.5,0,双非,广告设计,82.0,,,,
宾夕法尼亚大学,硕士,Teaching English to Speakers of Other Languages,录取,2017,3,106.0,,315,211,英语,84.0,,,,"市里英语口译大赛优秀奖
学校级别比赛一等奖若干，做过一个文科类的课题
英语口语社社长，社团联外联部干事
企业的话一直是在EF教育里面实习，一段助教，一段市场部实习
无牛推，推荐信一封自己专业副教授写的，另一封是学校校长写的"
